,Country,Type,Height,Year,millionm2,glt100,clt100,Region,lev,Rate,lev1,glt,clt,Total
1702,France,Residential,7 to 12,2027,1.384562466,0.085524424,0.366909053,West Europe,Low,0.114503323,Conservative Estimate,9.792830688,42.01230585,51.80513654
1703,France,Residential,7 to 12,2027,1.384562466,0.085524424,0.366909053,West Europe,Medium (likely),0.328562464,Optimistic Estimate,28.10011531,120.5525426,148.6526579
1704,France,Residential,7 to 12,2027,1.384562466,0.085524424,0.366909053,West Europe,High,0.534180448,Extreme Estimate,45.68547484,195.9956424,241.6811173
1705,Germany,Residential,7 to 12,2027,0.068329336,0.004220703,0.018107274,West Europe,Low,0.114503323,Conservative Estimate,0.483284528,2.073343047,2.556627576
1706,Germany,Residential,7 to 12,2027,0.068329336,0.004220703,0.018107274,West Europe,Medium (likely),0.328562464,Optimistic Estimate,1.386764605,5.949370572,7.336135176
1707,Germany,Residential,7 to 12,2027,0.068329336,0.004220703,0.018107274,West Europe,High,0.534180448,Extreme Estimate,2.254617063,9.672551752,11.92716882
1708,Italy,Residential,7 to 12,2027,0.314503436,0.019426877,0.083343411,West Europe,Low,0.114503323,Conservative Estimate,2.224441999,9.543097453,11.76753945
1709,Italy,Residential,7 to 12,2027,0.314503436,0.019426877,0.083343411,West Europe,Medium (likely),0.328562464,Optimistic Estimate,6.382942651,27.38351631,33.76645896
1710,Italy,Residential,7 to 12,2027,0.314503436,0.019426877,0.083343411,West Europe,High,0.534180448,Extreme Estimate,10.37745798,44.52042035,54.89787833
1711,Netherlands,Residential,7 to 12,2027,0.015077732,0.000931352,0.003995599,West Europe,Low,0.114503323,Conservative Estimate,0.106642842,0.45750936,0.564152203
1712,Netherlands,Residential,7 to 12,2027,0.015077732,0.000931352,0.003995599,West Europe,Medium (likely),0.328562464,Optimistic Estimate,0.306007145,1.312803845,1.618810991
1713,Netherlands,Residential,7 to 12,2027,0.015077732,0.000931352,0.003995599,West Europe,High,0.534180448,Extreme Estimate,0.497509764,2.134370852,2.631880616
1714,Spain,Residential,7 to 12,2027,0.436720532,0.026976227,0.115730941,West Europe,Low,0.114503323,Conservative Estimate,3.088867662,13.25157731,16.34044497
1715,Spain,Residential,7 to 12,2027,0.436720532,0.026976227,0.115730941,West Europe,Medium (likely),0.328562464,Optimistic Estimate,8.863375694,38.02484311,46.8882188
1716,Spain,Residential,7 to 12,2027,0.436720532,0.026976227,0.115730941,West Europe,High,0.534180448,Extreme Estimate,14.41017315,61.82120586,76.23137901
1717,UK,Residential,7 to 12,2027,0.131105214,0.008098369,0.034742882,West Europe,Low,0.114503323,Conservative Estimate,0.927290169,3.978175405,4.905465574
1718,UK,Residential,7 to 12,2027,0.131105214,0.008098369,0.034742882,West Europe,Medium (likely),0.328562464,Optimistic Estimate,2.660820094,11.41520682,14.07602691
1719,UK,Residential,7 to 12,2027,0.131105214,0.008098369,0.034742882,West Europe,High,0.534180448,Extreme Estimate,4.325990414,18.5589681,22.88495852
1720,Argentina,Residential,7 to 12,2027,0.22673151,0.014005205,0.06008385,Latin America,Low,0.001928303,Conservative Estimate,0.027006278,0.115859862,0.142866139
1721,Argentina,Residential,7 to 12,2027,0.22673151,0.014005205,0.06008385,Latin America,Medium (likely),0.021166777,Optimistic Estimate,0.296445059,1.271781459,1.568226519
1722,Argentina,Residential,7 to 12,2027,0.22673151,0.014005205,0.06008385,Latin America,High,0.163488859,Extreme Estimate,2.289695041,9.823040083,12.11273512
1723,Brazil,Residential,7 to 12,2027,2.161764524,0.133532195,0.572867599,Latin America,Low,0.001928303,Conservative Estimate,0.257490516,1.104662243,1.362152759
1724,Brazil,Residential,7 to 12,2027,2.161764524,0.133532195,0.572867599,Latin America,Medium (likely),0.021166777,Optimistic Estimate,2.82644619,12.12576073,14.95220692
1725,Brazil,Residential,7 to 12,2027,2.161764524,0.133532195,0.572867599,Latin America,High,0.163488859,Extreme Estimate,21.83102609,93.65746988,115.488496
1726,Chile,Residential,7 to 12,2027,2.254529124,0.139262264,0.597450218,Latin America,Low,0.001928303,Conservative Estimate,0.268539825,1.152064978,1.420604804
1727,Chile,Residential,7 to 12,2027,2.254529124,0.139262264,0.597450218,Latin America,Medium (likely),0.021166777,Optimistic Estimate,2.947733291,12.64609555,15.59382884
1728,Chile,Residential,7 to 12,2027,2.254529124,0.139262264,0.597450218,Latin America,High,0.163488859,Extreme Estimate,22.76782859,97.6764542,120.4442828
1729,U.S.,Non-Residential,6 & lower,2028,17.96422341,0.942223518,3.736558469,United States,Low,0.00488521,Conservative Estimate,4.602959666,18.25387246,22.85683212
1730,U.S.,Non-Residential,6 & lower,2028,17.96422341,0.942223518,3.736558469,United States,Medium (likely),0.035291053,Optimistic Estimate,33.25206004,131.8670827,165.1191428
1731,U.S.,Non-Residential,6 & lower,2028,17.96422341,0.942223518,3.736558469,United States,High,0.132029754,Extreme Estimate,124.4015395,493.3368963,617.7384357
1732,China,Non-Residential,6 & lower,2028,33.08468991,1.735291986,6.881615501,China,Low,7.97E-05,Conservative Estimate,0.138250277,0.548256581,0.686506859
1733,China,Non-Residential,6 & lower,2028,33.08468991,1.735291986,6.881615501,China,Medium (likely),0.001105514,Optimistic Estimate,1.918389849,7.607723329,9.526113178
1734,China,Non-Residential,6 & lower,2028,33.08468991,1.735291986,6.881615501,China,High,0.014493273,Extreme Estimate,25.15005966,99.73712888,124.8871885
1735,Austria,Non-Residential,6 & lower,2028,0.249254544,0.013073401,0.051844945,West Europe,Low,0.03371239,Conservative Estimate,0.440735585,1.747817001,2.188552586
1736,Austria,Non-Residential,6 & lower,2028,0.249254544,0.013073401,0.051844945,West Europe,Medium (likely),0.103667911,Optimistic Estimate,1.355292149,5.374657141,6.729949291
1737,Austria,Non-Residential,6 & lower,2028,0.249254544,0.013073401,0.051844945,West Europe,High,0.188323646,Extreme Estimate,2.462030506,9.76362908,12.22565959
1738,France,Non-Residential,6 & lower,2028,2.613765822,0.137092017,0.543663291,West Europe,Low,0.03371239,Conservative Estimate,4.62169953,18.32818879,22.94988832
1739,France,Non-Residential,6 & lower,2028,2.613765822,0.137092017,0.543663291,West Europe,Medium (likely),0.103667911,Optimistic Estimate,14.21204301,56.36043747,70.57248048
1740,France,Non-Residential,6 & lower,2028,2.613765822,0.137092017,0.543663291,West Europe,High,0.188323646,Extreme Estimate,25.8176685,102.384653,128.2023215
1741,Germany,Non-Residential,6 & lower,2028,3.009726642,0.157860162,0.626023142,West Europe,Low,0.03371239,Conservative Estimate,5.321843331,21.10473618,26.42657951
1742,Germany,Non-Residential,6 & lower,2028,3.009726642,0.157860162,0.626023142,West Europe,Medium (likely),0.103667911,Optimistic Estimate,16.36503321,64.8985111,81.26354431
1743,Germany,Non-Residential,6 & lower,2028,3.009726642,0.157860162,0.626023142,West Europe,High,0.188323646,Extreme Estimate,29.72880128,117.8949603,147.6237616
1744,Italy,Non-Residential,6 & lower,2028,1.648709958,0.086474837,0.342931671,West Europe,Low,0.03371239,Conservative Estimate,2.915273424,11.56104618,14.47631961
1745,Italy,Non-Residential,6 & lower,2028,1.648709958,0.086474837,0.342931671,West Europe,Medium (likely),0.103667911,Optimistic Estimate,8.964665706,35.55100985,44.51567556
1746,Italy,Non-Residential,6 & lower,2028,1.648709958,0.086474837,0.342931671,West Europe,High,0.188323646,Extreme Estimate,16.28525662,64.58214254,80.86739916
1747,Netherlands,Non-Residential,6 & lower,2028,0.454985712,0.023864001,0.094637028,West Europe,Low,0.03371239,Conservative Estimate,0.804512491,3.190440382,3.994952873
1748,Netherlands,Non-Residential,6 & lower,2028,0.454985712,0.023864001,0.094637028,West Europe,Medium (likely),0.103667911,Optimistic Estimate,2.473931081,9.810822972,12.28475405
1749,Netherlands,Non-Residential,6 & lower,2028,0.454985712,0.023864001,0.094637028,West Europe,High,0.188323646,Extreme Estimate,4.494155592,17.82239015,22.31654574
1750,Spain,Non-Residential,6 & lower,2028,1.383071052,0.072542077,0.287678779,West Europe,Low,0.03371239,Conservative Estimate,2.445566767,9.698339134,12.1439059
1751,Spain,Non-Residential,6 & lower,2028,1.383071052,0.072542077,0.287678779,West Europe,Medium (likely),0.103667911,Optimistic Estimate,7.520285523,29.82305794,37.34334346
1752,Spain,Non-Residential,6 & lower,2028,1.383071052,0.072542077,0.287678779,West Europe,High,0.188323646,Extreme Estimate,13.66138834,54.17671641,67.83810475
1753,UK,Non-Residential,6 & lower,2028,1.909611612,0.100159129,0.397199215,West Europe,Low,0.03371239,Conservative Estimate,3.376603602,13.39053478,16.76713838
1754,UK,Non-Residential,6 & lower,2028,1.909611612,0.100159129,0.397199215,West Europe,Medium (likely),0.103667911,Optimistic Estimate,10.38328764,41.17681276,51.5601004
1755,UK,Non-Residential,6 & lower,2028,1.909611612,0.100159129,0.397199215,West Europe,High,0.188323646,Extreme Estimate,18.86233233,74.80200428,93.66433661
1756,Argentina,Non-Residential,6 & lower,2028,0.105953648,0.005557269,0.022038359,Latin America,Low,0.000656477,Conservative Estimate,0.003648219,0.014467675,0.018115895
1757,Argentina,Non-Residential,6 & lower,2028,0.105953648,0.005557269,0.022038359,Latin America,Medium (likely),0.00684097,Optimistic Estimate,0.038017112,0.150763762,0.188780874
1758,Argentina,Non-Residential,6 & lower,2028,0.105953648,0.005557269,0.022038359,Latin America,High,0.057681512,Extreme Estimate,0.320551668,1.271205851,1.591757519
1759,Brazil,Non-Residential,6 & lower,2028,1.951179541,0.102339367,0.405845345,Latin America,Low,0.000656477,Conservative Estimate,0.06718344,0.266428131,0.333611571
1760,Brazil,Non-Residential,6 & lower,2028,1.951179541,0.102339367,0.405845345,Latin America,Medium (likely),0.00684097,Optimistic Estimate,0.700100588,2.776376022,3.47647661
1761,Brazil,Non-Residential,6 & lower,2028,1.951179541,0.102339367,0.405845345,Latin America,High,0.057681512,Extreme Estimate,5.903089396,23.40977301,29.31286241
1762,Chile,Non-Residential,6 & lower,2028,0.851184388,0.044644621,0.177046353,Latin America,Low,0.000656477,Conservative Estimate,0.029308167,0.116226857,0.145535024
1763,Chile,Non-Residential,6 & lower,2028,0.851184388,0.044644621,0.177046353,Latin America,Medium (likely),0.00684097,Optimistic Estimate,0.305412535,1.211168873,1.516581408
1764,Chile,Non-Residential,6 & lower,2028,0.851184388,0.044644621,0.177046353,Latin America,High,0.057681512,Extreme Estimate,2.57516924,10.21230127,12.78747051
1765,U.S.,Residential,6 & lower,2028,33.16470549,1.739488803,6.898258742,United States,Low,0.001834946,Conservative Estimate,3.19186734,12.65792958,15.84979692
1766,U.S.,Residential,6 & lower,2028,33.16470549,1.739488803,6.898258742,United States,Medium (likely),0.013393087,Optimistic Estimate,23.29712444,92.38897777,115.6861022
1767,U.S.,Residential,6 & lower,2028,33.16470549,1.739488803,6.898258742,United States,High,0.051896995,Extreme Estimate,90.27424148,357.9988985,448.27314
1768,China,Residential,6 & lower,2028,523.8613291,27.47652671,108.9631565,China,Low,3.18E-05,Conservative Estimate,0.873004867,3.462059339,4.335064206
1769,China,Residential,6 & lower,2028,523.8613291,27.47652671,108.9631565,China,Medium (likely),0.000276376,Optimistic Estimate,7.593859259,30.11482795,37.7086872
1770,China,Residential,6 & lower,2028,523.8613291,27.47652671,108.9631565,China,High,0.002276966,Extreme Estimate,62.5631167,248.1054008,310.6685175
1771,Austria,Residential,6 & lower,2028,1.40508431,0.073696672,0.292257536,West Europe,Low,0.017011258,Conservative Estimate,1.25367311,4.971668386,6.225341496
1772,Austria,Residential,6 & lower,2028,1.40508431,0.073696672,0.292257536,West Europe,Medium (likely),0.053370068,Optimistic Estimate,3.933196394,15.59780458,19.53100097
1773,Austria,Residential,6 & lower,2028,1.40508431,0.073696672,0.292257536,West Europe,High,0.099522311,Extreme Estimate,7.334463136,29.08614552,36.42060865
1774,France,Residential,6 & lower,2028,9.227907896,0.484003769,1.919404842,West Europe,Low,0.017011258,Conservative Estimate,8.23351304,32.65149118,40.88500422
1775,France,Residential,6 & lower,2028,9.227907896,0.484003769,1.919404842,West Europe,Medium (likely),0.053370068,Optimistic Estimate,25.83131404,102.4387668,128.2700809
1776,France,Residential,6 & lower,2028,9.227907896,0.484003769,1.919404842,West Europe,High,0.099522311,Extreme Estimate,48.16917377,191.0236062,239.1927799
1777,Germany,Residential,6 & lower,2028,3.840868621,0.201453559,0.798900673,West Europe,Low,0.017011258,Conservative Estimate,3.426978491,13.59030555,17.01728404
1778,Germany,Residential,6 & lower,2028,3.840868621,0.201453559,0.798900673,West Europe,Medium (likely),0.053370068,Optimistic Estimate,10.75159014,42.6373832,53.38897334
1779,Germany,Residential,6 & lower,2028,3.840868621,0.201453559,0.798900673,West Europe,High,0.099522311,Extreme Estimate,20.04912382,79.50844147,99.55756529
1780,Italy,Residential,6 & lower,2028,2.626899706,0.13778089,0.546395139,West Europe,Low,0.017011258,Conservative Estimate,2.343826274,9.294868734,11.63869501
1781,Italy,Residential,6 & lower,2028,2.626899706,0.13778089,0.546395139,West Europe,Medium (likely),0.053370068,Optimistic Estimate,7.353375437,29.16114568,36.51452111
1782,Italy,Residential,6 & lower,2028,2.626899706,0.13778089,0.546395139,West Europe,High,0.099522311,Extreme Estimate,13.71227258,54.37850709,68.09077967
1783,Netherlands,Residential,6 & lower,2028,0.577758998,0.030303459,0.120173872,West Europe,Low,0.017011258,Conservative Estimate,0.51549997,2.044308747,2.559808717
1784,Netherlands,Residential,6 & lower,2028,0.577758998,0.030303459,0.120173872,West Europe,Medium (likely),0.053370068,Optimistic Estimate,1.617297689,6.41368769,8.030985379
1785,Netherlands,Residential,6 & lower,2028,0.577758998,0.030303459,0.120173872,West Europe,High,0.099522311,Extreme Estimate,3.015870323,11.95998145,14.97585178
1786,Spain,Residential,6 & lower,2028,8.560581378,0.449002493,1.780600927,West Europe,Low,0.017011258,Conservative Estimate,7.638097303,30.29026194,37.92835925
1787,Spain,Residential,6 & lower,2028,8.560581378,0.449002493,1.780600927,West Europe,Medium (likely),0.053370068,Optimistic Estimate,23.96329357,95.03079241,118.994086
1788,Spain,Residential,6 & lower,2028,8.560581378,0.449002493,1.780600927,West Europe,High,0.099522311,Extreme Estimate,44.6857659,177.2095197,221.8952856
1789,UK,Residential,6 & lower,2028,10.40218506,0.545594606,2.163654492,West Europe,Low,0.017011258,Conservative Estimate,9.28125067,36.80648502,46.08773569
1790,UK,Residential,6 & lower,2028,10.40218506,0.545594606,2.163654492,West Europe,Medium (likely),0.053370068,Optimistic Estimate,29.11842121,115.4743872,144.5928085
1791,UK,Residential,6 & lower,2028,10.40218506,0.545594606,2.163654492,West Europe,High,0.099522311,Extreme Estimate,54.29883625,215.3318959,269.6307321
1792,Argentina,Residential,6 & lower,2028,2.441372988,0.128050013,0.507805582,Latin America,Low,0.000513481,Conservative Estimate,0.065751189,0.260748281,0.32649947
1793,Argentina,Residential,6 & lower,2028,2.441372988,0.128050013,0.507805582,Latin America,Medium (likely),0.005369386,Optimistic Estimate,0.687549936,2.72660413,3.414154066
1794,Argentina,Residential,6 & lower,2028,2.441372988,0.128050013,0.507805582,Latin America,High,0.045439898,Extreme Estimate,5.818579559,23.0746339,28.89321346
1795,Brazil,Residential,6 & lower,2028,13.01626464,0.68270308,2.707383045,Latin America,Low,0.000513481,Conservative Estimate,0.350554742,1.390188492,1.740743234
1796,Brazil,Residential,6 & lower,2028,13.01626464,0.68270308,2.707383045,Latin America,Medium (likely),0.005369386,Optimistic Estimate,3.665696295,14.53698435,18.20268065
1797,Brazil,Residential,6 & lower,2028,13.01626464,0.68270308,2.707383045,Latin America,High,0.045439898,Extreme Estimate,31.02195844,123.0232098,154.0451683
1798,Chile,Residential,6 & lower,2028,9.504363041,0.498503842,1.976907513,Latin America,Low,0.000513481,Conservative Estimate,0.255972019,1.015103525,1.271075544
1799,Chile,Residential,6 & lower,2028,9.504363041,0.498503842,1.976907513,Latin America,Medium (likely),0.005369386,Optimistic Estimate,2.676659499,10.61477933,13.29143883
1800,Chile,Residential,6 & lower,2028,9.504363041,0.498503842,1.976907513,Latin America,High,0.045439898,Extreme Estimate,22.65196378,89.83047602,112.4824398
1801,U.S.,Non-Residential,13 & higher,2028,2.520931005,0.164868888,0.428558271,United States,Low,0.010014363,Conservative Estimate,1.651056917,4.291738163,5.94279508
1802,U.S.,Non-Residential,13 & higher,2028,2.520931005,0.164868888,0.428558271,United States,Medium (likely),0.071482624,Optimistic Estimate,11.78526074,30.63446982,42.41973057
1803,U.S.,Non-Residential,13 & higher,2028,2.520931005,0.164868888,0.428558271,United States,High,0.258592187,Extreme Estimate,42.6338063,110.8218207,153.455627
1804,China,Non-Residential,13 & higher,2028,23.58512548,1.542467206,4.009471332,China,Low,0.000325218,Conservative Estimate,0.501638567,1.303953463,1.80559203
1805,China,Non-Residential,13 & higher,2028,23.58512548,1.542467206,4.009471332,China,Medium (likely),0.003745617,Optimistic Estimate,5.77749177,15.01794497,20.79543674
1806,China,Non-Residential,13 & higher,2028,23.58512548,1.542467206,4.009471332,China,High,0.0375059,Extreme Estimate,57.85162053,150.3788301,208.2304507
1807,Austria,Non-Residential,13 & higher,2028,0.050362859,0.003293731,0.008561686,West Europe,Low,0.097526064,Conservative Estimate,0.321224619,0.834987541,1.15621216
1808,Austria,Non-Residential,13 & higher,2028,0.050362859,0.003293731,0.008561686,West Europe,Medium (likely),0.277507443,Optimistic Estimate,0.914034863,2.375931601,3.289966464
1809,Austria,Non-Residential,13 & higher,2028,0.050362859,0.003293731,0.008561686,West Europe,High,0.457581503,Extreme Estimate,1.507150372,3.917669164,5.424819536
1810,France,Non-Residential,13 & higher,2028,0.068582777,0.004485314,0.011659072,West Europe,Low,0.097526064,Conservative Estimate,0.437434984,1.137063413,1.574498396
1811,France,Non-Residential,13 & higher,2028,0.068582777,0.004485314,0.011659072,West Europe,Medium (likely),0.277507443,Optimistic Estimate,1.244707914,3.235479288,4.480187202
1812,France,Non-Residential,13 & higher,2028,0.068582777,0.004485314,0.011659072,West Europe,High,0.457581503,Extreme Estimate,2.052396547,5.334975733,7.38737228
1813,Germany,Non-Residential,13 & higher,2028,0.132295677,0.008652137,0.022490265,West Europe,Low,0.097526064,Conservative Estimate,0.843808895,2.193387036,3.037195932
1814,Germany,Non-Residential,13 & higher,2028,0.132295677,0.008652137,0.022490265,West Europe,Medium (likely),0.277507443,Optimistic Estimate,2.401032495,6.241215965,8.64224846
1815,Germany,Non-Residential,13 & higher,2028,0.132295677,0.008652137,0.022490265,West Europe,High,0.457581503,Extreme Estimate,3.959057981,10.29112931,14.25018729
1816,Italy,Non-Residential,13 & higher,2028,0.072470767,0.004739588,0.01232003,West Europe,Low,0.097526064,Conservative Estimate,0.462233379,1.201524074,1.663757454
1817,Italy,Non-Residential,13 & higher,2028,0.072470767,0.004739588,0.01232003,West Europe,Medium (likely),0.277507443,Optimistic Estimate,1.315270993,3.418900136,4.734171129
1818,Italy,Non-Residential,13 & higher,2028,0.072470767,0.004739588,0.01232003,West Europe,High,0.457581503,Extreme Estimate,2.168747876,5.637418026,7.806165902
1819,Netherlands,Non-Residential,13 & higher,2028,0.026763865,0.001750357,0.004549857,West Europe,Low,0.097526064,Conservative Estimate,0.170705407,0.443729651,0.614435057
1820,Netherlands,Non-Residential,13 & higher,2028,0.026763865,0.001750357,0.004549857,West Europe,Medium (likely),0.277507443,Optimistic Estimate,0.485737032,1.262619198,1.74835623
1821,Netherlands,Non-Residential,13 & higher,2028,0.026763865,0.001750357,0.004549857,West Europe,High,0.457581503,Extreme Estimate,0.800930882,2.081930428,2.882861311
1822,Spain,Non-Residential,13 & higher,2028,0.027896338,0.001824421,0.004742377,West Europe,Low,0.097526064,Conservative Estimate,0.177928551,0.462505408,0.64043396
1823,Spain,Non-Residential,13 & higher,2028,0.027896338,0.001824421,0.004742377,West Europe,Medium (likely),0.277507443,Optimistic Estimate,0.50629027,1.316045044,1.822335314
1824,Spain,Non-Residential,13 & higher,2028,0.027896338,0.001824421,0.004742377,West Europe,High,0.457581503,Extreme Estimate,0.834821077,2.170024207,3.004845284
1825,UK,Non-Residential,13 & higher,2028,0.086350404,0.005647316,0.014679569,West Europe,Low,0.097526064,Conservative Estimate,0.550760544,1.431640557,1.982401101
1826,UK,Non-Residential,13 & higher,2028,0.086350404,0.005647316,0.014679569,West Europe,Medium (likely),0.277507443,Optimistic Estimate,1.567172342,4.073689574,5.640861916
1827,UK,Non-Residential,13 & higher,2028,0.086350404,0.005647316,0.014679569,West Europe,High,0.457581503,Extreme Estimate,2.584107538,6.717099104,9.301206641
1828,Argentina,Non-Residential,13 & higher,2028,0.006339107,0.000414578,0.001077648,Latin America,Low,0.001026564,Conservative Estimate,0.00042559,0.001106275,0.001531865
1829,Argentina,Non-Residential,13 & higher,2028,0.006339107,0.000414578,0.001077648,Latin America,Medium (likely),0.010695705,Optimistic Estimate,0.0044342,0.011526207,0.015960406
1830,Argentina,Non-Residential,13 & higher,2028,0.006339107,0.000414578,0.001077648,Latin America,High,0.087789248,Extreme Estimate,0.036395455,0.094605924,0.131001379
1831,Brazil,Non-Residential,13 & higher,2028,0.394747306,0.025816474,0.067107042,Latin America,Low,0.001026564,Conservative Estimate,0.026502258,0.06888966,0.095391918
1832,Brazil,Non-Residential,13 & higher,2028,0.394747306,0.025816474,0.067107042,Latin America,Medium (likely),0.010695705,Optimistic Estimate,0.276125378,0.717757099,0.993882477
1833,Brazil,Non-Residential,13 & higher,2028,0.394747306,0.025816474,0.067107042,Latin America,High,0.087789248,Extreme Estimate,2.266408813,5.891276732,8.157685545
1834,Chile,Non-Residential,13 & higher,2028,0.993048453,0.064945369,0.168818237,Latin America,Low,0.001026564,Conservative Estimate,0.066670565,0.173302691,0.239973256
1835,Chile,Non-Residential,13 & higher,2028,0.993048453,0.064945369,0.168818237,Latin America,Medium (likely),0.010695705,Optimistic Estimate,0.694636481,1.805629996,2.500266477
1836,Chile,Non-Residential,13 & higher,2028,0.993048453,0.064945369,0.168818237,Latin America,High,0.087789248,Extreme Estimate,5.701505068,14.82042602,20.52193109
1837,U.S.,Residential,13 & higher,2028,0.147919933,0.009673964,0.025146389,United States,Low,0.010014363,Conservative Estimate,0.096878585,0.251825068,0.348703653
1838,U.S.,Residential,13 & higher,2028,0.147919933,0.009673964,0.025146389,United States,Medium (likely),0.071482624,Optimistic Estimate,0.691520306,1.797529847,2.489050153
1839,U.S.,Residential,13 & higher,2028,0.147919933,0.009673964,0.025146389,United States,High,0.258592187,Extreme Estimate,2.501611412,6.502659635,9.004271047
1840,China,Residential,13 & higher,2028,387.0786877,25.31494618,65.80337691,China,Low,6.35E-05,Conservative Estimate,1.608612166,4.181407771,5.790019937
1841,China,Residential,13 & higher,2028,387.0786877,25.31494618,65.80337691,China,Medium (likely),0.000552637,Optimistic Estimate,13.98998003,36.36539153,50.35537156
1842,China,Residential,13 & higher,2028,387.0786877,25.31494618,65.80337691,China,High,0.004546144,Extreme Estimate,115.0853999,299.1516512,414.2370511
1843,Austria,Residential,13 & higher,2028,0.283902801,0.018567243,0.048263476,West Europe,Low,0.097526064,Conservative Estimate,1.81079015,4.706946874,6.517737025
1844,Austria,Residential,13 & higher,2028,0.283902801,0.018567243,0.048263476,West Europe,Medium (likely),0.277507443,Optimistic Estimate,5.152548186,13.39347388,18.54602207
1845,Austria,Residential,13 & higher,2028,0.283902801,0.018567243,0.048263476,West Europe,High,0.457581503,Extreme Estimate,8.496027048,22.08447398,30.58050103
1846,France,Residential,13 & higher,2028,0.168256427,0.01100397,0.028603593,West Europe,Low,0.097526064,Conservative Estimate,1.073173916,2.789595807,3.862769723
1847,France,Residential,13 & higher,2028,0.168256427,0.01100397,0.028603593,West Europe,Medium (likely),0.277507443,Optimistic Estimate,3.053683672,7.93770985,10.99139352
1848,France,Residential,13 & higher,2028,0.168256427,0.01100397,0.028603593,West Europe,High,0.457581503,Extreme Estimate,5.035213283,13.0884749,18.12368818
1849,Germany,Residential,13 & higher,2028,0.008248675,0.000539463,0.001402275,West Europe,Low,0.097526064,Conservative Estimate,0.052611737,0.136758337,0.189370074
1850,Germany,Residential,13 & higher,2028,0.008248675,0.000539463,0.001402275,West Europe,Medium (likely),0.277507443,Optimistic Estimate,0.149705094,0.389141681,0.538846774
1851,Germany,Residential,13 & higher,2028,0.008248675,0.000539463,0.001402275,West Europe,High,0.457581503,Extreme Estimate,0.246848448,0.641654988,0.888503436
1852,Italy,Residential,13 & higher,2028,0.010185633,0.00066614,0.001731558,West Europe,Low,0.097526064,Conservative Estimate,0.064966051,0.168871999,0.23383805
1853,Italy,Residential,13 & higher,2028,0.010185633,0.00066614,0.001731558,West Europe,Medium (likely),0.277507443,Optimistic Estimate,0.184858919,0.480520125,0.665379044
1854,Italy,Residential,13 & higher,2028,0.010185633,0.00066614,0.001731558,West Europe,High,0.457581503,Extreme Estimate,0.304813525,0.792328734,1.097142259
1855,Netherlands,Residential,13 & higher,2028,0.005203783,0.000340327,0.000884643,West Europe,Low,0.097526064,Conservative Estimate,0.033190793,0.086275761,0.119466553
1856,Netherlands,Residential,13 & higher,2028,0.005203783,0.000340327,0.000884643,West Europe,Medium (likely),0.277507443,Optimistic Estimate,0.094443389,0.245495048,0.339938437
1857,Netherlands,Residential,13 & higher,2028,0.005203783,0.000340327,0.000884643,West Europe,High,0.457581503,Extreme Estimate,0.155727527,0.404796324,0.560523851
1858,Spain,Residential,13 & higher,2028,0.029942313,0.001958227,0.005090193,West Europe,Low,0.097526064,Conservative Estimate,0.190978198,0.49642651,0.687404708
1859,Spain,Residential,13 & higher,2028,0.029942313,0.001958227,0.005090193,West Europe,Medium (likely),0.277507443,Optimistic Estimate,0.543422643,1.412566504,1.955989147
1860,Spain,Residential,13 & higher,2028,0.029942313,0.001958227,0.005090193,West Europe,High,0.457581503,Extreme Estimate,0.896048578,2.329178261,3.225226839
1861,UK,Residential,13 & higher,2028,0.073030823,0.004776216,0.01241524,West Europe,Low,0.097526064,Conservative Estimate,0.465805531,1.210809484,1.676615015
1862,UK,Residential,13 & higher,2028,0.073030823,0.004776216,0.01241524,West Europe,Medium (likely),0.277507443,Optimistic Estimate,1.325435442,3.445321486,4.770756928
1863,UK,Residential,13 & higher,2028,0.073030823,0.004776216,0.01241524,West Europe,High,0.457581503,Extreme Estimate,2.185508017,5.680984141,7.866492158
1864,Argentina,Residential,13 & higher,2028,0.149040538,0.009747251,0.025336891,Latin America,Low,0.001026564,Conservative Estimate,0.010006175,0.026009936,0.036016111
1865,Argentina,Residential,13 & higher,2028,0.149040538,0.009747251,0.025336891,Latin America,Medium (likely),0.010695705,Optimistic Estimate,0.104253719,0.270995907,0.375249626
1866,Argentina,Residential,13 & higher,2028,0.149040538,0.009747251,0.025336891,Latin America,High,0.087789248,Extreme Estimate,0.855703848,2.224306639,3.080010488
1867,Brazil,Residential,13 & higher,2028,2.17343906,0.142142915,0.36948464,Latin America,Low,0.001026564,Conservative Estimate,0.145918771,0.379299557,0.525218328
1868,Brazil,Residential,13 & higher,2028,2.17343906,0.142142915,0.36948464,Latin America,Medium (likely),0.010695705,Optimistic Estimate,1.520318626,3.95189857,5.472217197
1869,Brazil,Residential,13 & higher,2028,2.17343906,0.142142915,0.36948464,Latin America,High,0.087789248,Extreme Estimate,12.47861953,32.43677859,44.91539811
1870,Chile,Residential,13 & higher,2028,1.395306539,0.091253048,0.237202112,Latin America,Low,0.001026564,Conservative Estimate,0.093677076,0.243503102,0.337180177
1871,Chile,Residential,13 & higher,2028,1.395306539,0.091253048,0.237202112,Latin America,Medium (likely),0.010695705,Optimistic Estimate,0.976015643,2.537043719,3.513059362
1872,Chile,Residential,13 & higher,2028,1.395306539,0.091253048,0.237202112,Latin America,High,0.087789248,Extreme Estimate,8.0110364,20.82379492,28.83483132
